Image_name,image_url,gemini-3.5-flash,llava
obs_158540087_photo_273987410,https://inaturalist-open-data.s3.amazonaws.com/photos/273987410/medium.jpeg,"An extreme close-up of a parasitic fungus feeding on a black and yellow wasp, with pale, spindly structures sprouting from the insect's head and thorax.",Small bee crawling over a darker bee.
obs_163365136_photo_282538358,https://inaturalist-open-data.s3.amazonaws.com/photos/282538358/medium.jpg,Several white tapeworms crawl across and infest textured segments of brown animal feces.,White frog with ants trail feeding on chocolate cake.
obs_165338702_photo_205666783,https://inaturalist-open-data.s3.amazonaws.com/photos/205666783/medium.jpg,A black and olive-green slug feeds on a cluster of small tan mushrooms on the forest floor.,Slug feeding on small mushrooms.
obs_17397637_photo_26432327,https://inaturalist-open-data.s3.amazonaws.com/photos/26432327/medium.jpeg,"A cream-colored mushroom cap lies upside down on a bed of dry pine needles, which the fungal organism decomposes and feeds upon.",Mushroom growing in mulch with slug nearby.
obs_17471942_photo_26567244,https://inaturalist-open-data.s3.amazonaws.com/photos/26567244/medium.jpeg,A black and white checkered butterfly perched on a cluster of small purple flowers feeds on nectar.,Butterfly feeding on purple flowers.
obs_178555022_photo_310723982,https://inaturalist-open-data.s3.amazonaws.com/photos/310723982/medium.jpg,A parasitic fungus feeds on a dead fly clinging to a thin green leaf.,This is an image of a lone caterpillar feeding on a leaf.
obs_184932586_photo_322881815,https://inaturalist-open-data.s3.amazonaws.com/photos/322881815/medium.jpg,A cluster of inky cap mushrooms grows in and feeds on a bed of decaying wood chips.,The mushrooms growing in front of the spider web is feeding on wood chips.
obs_188623382_photo_330189351,https://inaturalist-open-data.s3.amazonaws.com/photos/330189351/medium.jpeg,A slug feeding on the pink inner core of a gelatinous stinkhorn mushroom egg on the forest floor.,Mushroom growing out of an eggshell.
obs_192308778_photo_337565887,https://inaturalist-open-data.s3.amazonaws.com/photos/337565887/medium.jpeg,"Two brown, speckled slugs feed on a pale, creamy fungus inside a damp tree cavity.",Slug is feeding on an oval-shaped piece of mushroom.
obs_194599339_photo_342107100,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/medium.jpeg,A dark brown flatworm on a stony surface feeds on a small snail with a spiral shell.,Slug crawling over slime trail
obs_194795499_photo_341224314,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/medium.png,"An orange-and-brown striped sea anemone on the sandy seabed feeds on a large white-and-grey fish, engulfing it with its pink tentacles.",A coral reef fish nibbling on an orange coral.
obs_196330872_photo_346192098,https://inaturalist-open-data.s3.amazonaws.com/photos/346192098/medium.jpg,A yellow-stalked parasitic fungus growing out of and feeding on a dirt-covered truffle held in a hand.,An unknown hand holding two sticks of dried brown leaves with green tips.
obs_196670458_photo_346191865,https://inaturalist-open-data.s3.amazonaws.com/photos/346191865/medium.jpg,"A tiny, blue-green elf cup fungus feeding on a small piece of decaying wood held between a person's fingers.","A hand holding an opaque stone with intricate blue markings, against a backdrop of dry brown leaves and fallen branches."
obs_201303417_photo_355329004,https://inaturalist-open-data.s3.amazonaws.com/photos/355329004/medium.jpg,"A brown caddisfly clinging to a white textured wall, extruding a yellow, gelatinous egg mass from its abdomen.",Black bug feeding on a white surface.
obs_201444841_photo_355603656,https://static.inaturalist.org/photos/355603656/medium.jpeg,A green sea anemone covered in shell fragments swallows a blue by-the-wind sailor on a rocky shoreline.,A small snail with an open shell is resting among other sea creatures on the shoreline.
obs_201496215_photo_355699582,https://inaturalist-open-data.s3.amazonaws.com/photos/355699582/medium.jpeg,An American robin standing on patchy green grass holds a long earthworm in its beak.,Robbin feeding on worm in the grass.
obs_209619780_photo_358317954,https://inaturalist-open-data.s3.amazonaws.com/photos/358317954/medium.jpeg,"A light brown sea anemone on a sandy seabed, feeding on a captured pipefish held in its tentacles.",This is an image of a sea creature feeding on another smaller sea creature.
obs_218648707_photo_386921148,https://inaturalist-open-data.s3.amazonaws.com/photos/386921148/medium.jpg,"Two grey slugs crawl on shelf fungi, feeding on the mushrooms amidst lush green moss.","A close-up of moss growing over a forest floor, with a brown tree trunk in the background, showing a symbiotic relationship between the moss and the tree."
obs_220102252_photo_389649357,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/medium.jpeg,A white parasitic fungus feeds on the body of a dead fly clinging to the underside of a vibrant green leaf.,Bee hovering over a flower.
obs_220822650_photo_391000325,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/medium.jpeg,"A grey gull stands on a wet, sandy beach, preparing to feed on a reddish-orange sea cucumber lying in the shallow water.",Dead fish feeding on a shoreline with birds and crabs.
obs_228958448_photo_406367945,https://static.inaturalist.org/photos/406367945/medium.jpeg,"A brown, streaked bird perched on a red and blue plastic feeder feeds on scattered birdseed.",Bird standing on bird feeder perch.
obs_231347606_photo_410882600,https://inaturalist-open-data.s3.amazonaws.com/photos/410882600/medium.jpeg,"A close-up of a grey gull with its beak wide open, swallowing an orange starfish with one of its arms protruding.",Sea gull feeding on insects over water.
obs_234223527_photo_416351900,https://inaturalist-open-data.s3.amazonaws.com/photos/416351900/medium.jpeg,"A small, yellow-gilled mushroom with a slender brown stem feeding on a decaying pine needle at its base.",Yellow and orange mushroom is feeding on a beige surface with small brown particles.
obs_237464244_photo_422619154,https://inaturalist-open-data.s3.amazonaws.com/photos/422619154/medium.jpeg,A black spot fungus feeds on the green leaves of a branch held in a person's hand.,Moss-covered leaves on a tree.
obs_240344179_photo_428622047,https://static.inaturalist.org/photos/428622047/medium.jpeg,"A round, velvety yellow polypore fungus with a honeycomb-patterned underside feeds on a thin wooden twig.",The plant has a large round hole with holes around it.
obs_240919750_photo_429301377,https://static.inaturalist.org/photos/429301377/medium.jpeg,"A fungal infection feeding on the green leaves of a small plant, leaving behind brown spots and decayed patches.",A wild plant growing amidst dirt and rock in a forest environment.
obs_2425738_photo_2700767,https://inaturalist-open-data.s3.amazonaws.com/photos/2700767/medium.jpg,"Reddish carnivorous sundew plants grow in a wet, grassy bog, trapping and feeding on insects with their sticky leaves.",There is no visible feeding interaction between any two objects in the image.
obs_250956763_photo_448935283,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/medium.jpg,A patterned white flatworm crawls over and feeds on a cluster of translucent sea squirts with orange openings.,Orange coral with white tentacles hanging above it.
obs_254253124_photo_455372675,https://inaturalist-open-data.s3.amazonaws.com/photos/455372675/medium.jpeg,"A dead caterpillar hangs vertically from a glass window with a thin thread dangling below it, indicating a parasitic tachinid fly larva has fed on it from the inside.",Caterpillar on window sill.
obs_254357079_photo_455520435,https://inaturalist-open-data.s3.amazonaws.com/photos/455520435/medium.jpeg,A sea anemone with pale-green tentacles engulfs a purple sea urchin on the rocky seafloor.,Red and purple coral with orange and white tentacles feeding off of it.
obs_255562660_photo_458008038,https://inaturalist-open-data.s3.amazonaws.com/photos/458008038/medium.jpg,"A tiny, bright orange larva feeds on a cluster of small, white spherical eggs on a mossy surface.",An unknown organism feeding on an unidentified substance.
obs_256022699_photo_458927175,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/medium.jpeg,"A pale, cream-colored millipede curled around a green sprig, feeding on the small leaves against a dark background.",The image depicts a small insect eating the leaves of a plant.
obs_258568965_photo_463949052,https://inaturalist-open-data.s3.amazonaws.com/photos/463949052/medium.jpg,"A brown, lumpy fungus grows on a weathered grey tree stump, feeding on the decaying wood.",Cookie is sitting on the side of a tree stump.
obs_259827808_photo_466497337,https://inaturalist-open-data.s3.amazonaws.com/photos/466497337/medium.jpg,"A parasitic fungus feeding on a spiky green leaf, leaving brown and black necrotic lesions.",A small insect with two large spikes feeds on a moss-covered tree branch.
obs_263864256_photo_474104967,https://inaturalist-open-data.s3.amazonaws.com/photos/474104967/medium.jpeg,"A yellowish land planarian feeds on a small, dark snail on a patch of vibrant green moss.",Fungus growing in moss on rocks
obs_264953671_photo_475827468,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/medium.jpeg,A reddish-brown velvet worm perched on a thin green stem feeds on a captured dark-winged butterfly.,Butterfly feeding on a flower.
obs_265204528_photo_476322668,https://inaturalist-open-data.s3.amazonaws.com/photos/476322668/medium.jpg,"A microscopic, spindle-shaped *Euglena* with a long flagellum, filled with bright green chloroplasts used to produce its own food through photosynthesis.","The image depicts a green bacteria cell on a microscope slide, viewed under high magnification."
obs_265566924_photo_477032615,https://inaturalist-open-data.s3.amazonaws.com/photos/477032615/medium.jpg,"A white powdery mildew fungus covering and feeding on the curled, distorted green leaves of a young peach plant.",A hand holding a small plant with dying leaves.
obs_265572849_photo_477040617,https://inaturalist-open-data.s3.amazonaws.com/photos/477040617/medium.jpeg,White powdery mildew grows and feeds on the jagged green leaves of a wild lettuce plant.,"No plant is visible here; however, there seems to be some kind of potted plant that has been affected by weeds or insects, as evidenced by the holes and damage observed in the image."
obs_265640762_photo_477174548,https://inaturalist-open-data.s3.amazonaws.com/photos/477174548/medium.jpeg,"Leaf miner larvae feed on a broad green leaf, leaving winding, squiggly tunnels across its surface.",A close-up of caterpillar feeding on the underside of a large leaf with damage and growth patterns.
obs_266997708_photo_479763789,https://inaturalist-open-data.s3.amazonaws.com/photos/479763789/medium.jpg,A dark purple-brown fungus spreading across and feeding on the surface of a green leaf.,A single dark green leaf feeding off of a light grey wall.
obs_266997709_photo_479761706,https://inaturalist-open-data.s3.amazonaws.com/photos/479761706/medium.jpg,White powdery mildew coats and feeds on the green leaves of a hanging plant branch.,Dead leaves falling from a tree onto the ground.
obs_268665319_photo_482954075,https://inaturalist-open-data.s3.amazonaws.com/photos/482954075/medium.jpeg,A person's open hand holds two green leaves with brown blotches caused by leaf-mining larvae feeding on the inner tissue.,A hand holding a small plant or leaf with some spots on it against a blurred outdoor background.
obs_270933734_photo_487302713,https://inaturalist-open-data.s3.amazonaws.com/photos/487302713/medium.jpg,A close-up of black spot fungus feeding on the tissue of a green leaf.,"Rotten plant leaf with spots and holes, likely feeding on itself or the tree it came from."
obs_279311227_photo_501548575,https://inaturalist-open-data.s3.amazonaws.com/photos/501548575/medium.jpeg,A white powdery mildew fungus feeding on the pinnate leaves of a plant held in a hand.,"In the image, there is a single human hand holding up a dead tree branch with leaves still attached to it. The leaves are brown and appear dry and wilted. There's no indication of any feeding activity happening in the photo."
obs_31967882_photo_50089860,https://static.inaturalist.org/photos/50089860/medium.jpeg,"A large, dark-shelled sea snail with a bright orange foot feeds on a striped clam on wet sand.",The snail shell with a small piece of orange in it is lying on ice.
obs_33435757_photo_52514997,https://inaturalist-open-data.s3.amazonaws.com/photos/52514997/medium.jpeg,"A long, dark marine worm coiled around a small limpet on a wet, barnacle-covered rock, feeding on it.",Sea slug feeding on algae.
obs_33435868_photo_52515163,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/medium.jpeg,"A shiny, dark brown ribbon worm swallowing a segmented polychaete worm on a wet, algae-covered rock.","A small, dark brown creature is feeding on a slimy substance that appears to be oozing from a larger dark creature."
obs_338604_photo_421440,https://inaturalist-open-data.s3.amazonaws.com/photos/421440/medium.jpg,"A streaked roadrunner stands on sandy ground, holding a small rodent in its beak.",Woodpecker eating an insect off the ground.
obs_414645_photo_521779,https://inaturalist-open-data.s3.amazonaws.com/photos/521779/medium.jpg,"A dark snake laid out on a wooden surface next to a long, pale eel-like fish that it preyed upon.",This is an image of a snake with its head extended towards another snake lying beside it.
obs_414707_photo_521820,https://inaturalist-open-data.s3.amazonaws.com/photos/521820/medium.jpg,"A dark-colored snake lying on a wooden surface next to a light-colored, worm-like caecilian it has preyed upon.","An image of two snakes coiled together, one of which has its mouth around the body of the other snake."
obs_420386_photo_529902,https://inaturalist-open-data.s3.amazonaws.com/photos/529902/medium.jpg,"A black-and-white speckled snake coiled on dry fallen leaves, constricting and swallowing another yellowish-brown snake.",An adult black snake with red markings coiled around a yellow leaf in a pile of brown leaves.
obs_424251_photo_534568,https://inaturalist-open-data.s3.amazonaws.com/photos/534568/medium.jpg,"A large black and yellow spider hangs from its web, feeding on a small lizard wrapped in silk.","A spider with a large body, possibly an ermine or similar, feeding on a dead fish or fish-like meal in a web."
obs_44675216_photo_70828695,https://inaturalist-open-data.s3.amazonaws.com/photos/70828695/medium.jpeg,"A cluster of pink, bulbous slime mold grows on and feeds on decaying wood in a patch of green moss.",Red mushrooms growing among other organic material in the forest.
obs_44675375_photo_70829028,https://inaturalist-open-data.s3.amazonaws.com/photos/70829028/medium.jpeg,A textured brown slug on a mossy log feeds on a bright pink slime mold.,A large brown snail crawling across a mushroom-covered tree branch.
obs_465679_photo_587403,https://inaturalist-open-data.s3.amazonaws.com/photos/587403/medium.jpg,A wet otter perched on a log feeds on a small fish held in its paws.,A black otter is chewing on an unseen fish from a log in the water.
obs_4977021_photo_6076028,https://inaturalist-open-data.s3.amazonaws.com/photos/6076028/medium.jpg,A mottled brown octopus on a colorful coral reef wraps its tentacles around a captured fish.,Scuba diver surrounded by fish and coral.
obs_503139_photo_640325,https://inaturalist-open-data.s3.amazonaws.com/photos/640325/medium.jpg,"A striped snake on dry, leafy ground, swallowing a frog with its pale legs protruding from its mouth.",A brown snake is feeding on a white rat.
obs_509046_photo_649315,https://inaturalist-open-data.s3.amazonaws.com/photos/649315/medium.jpg,A dissected snake is shown above a tray displaying numerous nestling birds recovered from its stomach.,Dead fish laying on top of raw meat on a table.
obs_5128057_photo_6309771,https://inaturalist-open-data.s3.amazonaws.com/photos/6309771/medium.jpg,"A green leaf next to a purple flower shows lacy, skeletonized holes from insects feeding on its tissue.",A purple flower with yellow center is being fed upon by tiny insects.
obs_518909_photo_661138,https://inaturalist-open-data.s3.amazonaws.com/photos/661138/medium.JPG,A textured brown chameleon on desert sand prepares to feed on a small black insect.,Person reaching down to touch an origami lizard on sandy beach.
obs_54130547_photo_86113964,https://inaturalist-open-data.s3.amazonaws.com/photos/86113964/medium.jpeg,A swarm of black ants feeding on a long brown earthworm on dirt ground.,An ant colony foraging for food on a single leaf.
obs_55364509_photo_88154142,https://inaturalist-open-data.s3.amazonaws.com/photos/88154142/medium.jpeg,A dark leech lies on a stone tile floor in a pool of bright red blood.,A small red object is feeding on something brown and textured.
obs_59536612_photo_95135384,https://inaturalist-open-data.s3.amazonaws.com/photos/95135384/medium.jpg,"A white mushroom growing out of a decaying tree log, feeding on the decomposing wood.",An amanita mushroom grows on moss-covered wood in a forest setting.
obs_608490_photo_767186,https://inaturalist-open-data.s3.amazonaws.com/photos/767186/medium.jpg,A metallic green beetle with red legs perched on a leafy stem feeds on small yellow flowers.,Blue and red bug is perched on plant with yellow flowers.
obs_613295_photo_773078,https://inaturalist-open-data.s3.amazonaws.com/photos/773078/medium.jpg,A reddish-brown and cream-patterned beetle perched on a green leaf feeds on small yellow flowers.,An insect on a plant with nectar feeding on it.
obs_613368_photo_773134,https://inaturalist-open-data.s3.amazonaws.com/photos/773134/medium.jpg,A black and turquoise-striped butterfly perched on green leaves feeds on a cluster of small yellow flowers.,A butterfly with bright blue wings and a long black proboscis feeding on small flowers.
