Image_name,image_url,gemini-2.5-flash,llava
obs_291009479_photo_523542929,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/medium.jpg,A reddish-brown centipede feeds on a dark ant on mossy ground.,An unidentified plant is feeding off of the ground.
obs_302755190_photo_545634287,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/medium.jpg,Insect larvae feeding inside white galls on a green leaf.,"The image shows two photos of a plant with holes in it that appear to have been eaten or bored into, possibly by insects or other creatures. The top photo is taken from a higher angle, showing more of the surrounding area, and the bottom one focuses on the damage to the leaf with a close-up view."
obs_318344322_photo_575337712,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/medium.jpg,This image does not depict any organisms feeding on others.,
obs_318533969_photo_575706140,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/medium.jpg,A bark-mimicking insect feeds on a tree branch.,"This image depicts an object that resembles a snail, or possibly an insect with a white, spiral shell, crawling across the branch of a tree. The background is blurred but appears to be a wooded area with brown leaves and dirt. There is no text present in the image to provide additional context."
obs_319669394_photo_577875426,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/medium.jpg,Orange rust fungus feeds on a green leaf.,Moss growing on the surface of a leaf.
obs_321389820_photo_581234419,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/medium.jpg,"A male Eider duck on dark water, swallowing a sea urchin.",Black and white duck swimming in body of water.
obs_323944435_photo_586236533,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/medium.jpg,"An unseen organism feeds on a juniper branch, forming a brown gall.",Blueberries growing on a pine tree branch.
obs_325267824_photo_588882003,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/medium.jpg,An orange ladybug feeds on a fuzzy brown object.,Ant in front of beetle.
obs_325625055_photo_589595206,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/medium.jpg,"A leaf disease feeds on green leaves, creating numerous brown spots and some holes.",Green moss feeding on a leaf with brown spots and black edges.
obs_326876805_photo_592092171,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/medium.jpg,A black fungal growth consumes a yellow leaf.,Fungus feeding on dead brown leaf.
obs_327076113_photo_592488640,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/medium.jpg,"A translucent sea anemone feeding on a small, iridescent fish.",An aquatic fish with a silver body and a brown head is feeding on small green objects on rocks.
obs_331752340_photo_601901044,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/medium.jpg,"A fungal disease feeds on a green leaf, causing numerous dark spots.","The image shows a close-up of a plant with spotted leaves, which may be feeding on some kind of insect or parasite, but it is not possible to identify what is being fed upon in this description based on the available information."
obs_331831594_photo_602051260,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/medium.jpg,A yellow banana slug feeds on a light brown mushroom.,An intricate honeycomb-like structure is growing out of an orange mushroom.
obs_332241462_photo_602909620,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/medium.jpg,A large slug feeds on a dead salamander on gravelly ground.,Snail feeding on a coral reef.
obs_333144263_photo_501540234,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/medium.jpeg,A close-up of various lichens shows no visible organism feeding on another.,Insects feed on moss on lichen covered rock.
obs_333664707_photo_605748155,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/medium.jpg,A translucent sea snail is feeding on a beige anemone.,A red sea coral with long tentacles attached to a small white creature in an underwater environment.
obs_334025380_photo_606497684,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/medium.jpg,"Small, light-brown fungi with thin dark stems feed on a textured, dried leaf.",Mushrooms growing on tree bark.
obs_33435868_photo_52515163,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/medium.jpeg,A dark sea cucumber feeds on a pale mass on the rocky seabed.,"Snail-like creature, possibly a slug or a snail, feeding on something that resembles mushrooms with white caps and brown stems."
obs_334758419_photo_607987821,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/medium.jpg,Pink growth feeding on grey-green lichens.,"The image is of coral-like growth on a tree branch with red and pink areas. It depicts an up close view of a plant, possibly coral or algae, surrounded by some sort of pink and red substance."
obs_336269939_photo_611037472,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/medium.jpg,"A dark, spotted velvet worm feeds on a light-colored isopod amidst brown leaf litter.",Slug on a rotten log with wood chips.
obs_337063055_photo_612648507,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/medium.jpg,A reddish-purple sea star feeding on a conch.,Unidentified shellfish feeding on algae underwater coral.
obs_337600645_photo_614526508,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/medium.jpg,A black bird with a pink beak feeds on purple sea urchins on a rocky shore.,A bird pecking at rocks along a beach shoreline.
obs_337606242_photo_613762919,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/medium.jpg,A fungus feeding on a green leaf.,The hand of a person holding a leaf with spots.
obs_337610708_photo_613769550,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/medium.jpg,Powdery mildew feeds on a green leaf held in a human hand.,Man holding a plant in his hand with some form of insect or disease afflicting it.
obs_337610714_photo_613769638,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/medium.jpg,"A tiny, pale larva feeds on a green leaf with chew marks.","Human hand holding a plant with leaves showing signs of pestilism or damage, possibly due to caterpillars or insects feeding on it."
obs_338007030_photo_614585734,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/medium.jpg,A close-up of a snail feeding on a green leaf with chewed edges.,Slug slithering down leafy branch.
obs_338486970_photo_615576074,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/medium.jpg,A clam feeding on plankton in shallow water.,Black clam shell with seaweed on sand.
obs_339993526_photo_618618071,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/medium.jpg,A white bird swallows a brown starfish.,An orange starfish with black spines is eating a small white fish.
obs_340263466_photo_619175705,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/medium.jpg,No visible creature is feeding on the vibrant fuchsia flower.,A bright red flower with tiny hairs at its base.
obs_340271186_photo_619190124,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/medium.jpg,No feeding activity is visible in the image.,Small plant growing along sidewalk.
obs_340304697_photo_619256274,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/medium.jpg,A large yellow and black patterned aquatic snail feeds on several small dark invertebrates.,A small green and brown snail with a black head is crawling along a stick.
obs_340326193_photo_619295159,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/medium.jpg,"A plant disease feeds on the green leaves of a plant, creating numerous dark spots.",No feeding action is apparent in this image.
obs_340326194_photo_619295158,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/medium.jpg,Insects feeding on a green leaf.,Person's hand holding a leaf with insect spots on it.
obs_340337296_photo_536341964,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/medium.jpg,An orange-brown skipper feeds on a yellow flower.,"A butterfly, resting on a wildflower."
obs_340337865_photo_533753896,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/medium.jpg,An orange skipper butterfly sips nectar from a cluster of purple flowers.,Butterfly feeding on purple flowers.
obs_340364592_photo_619375042,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/medium.jpg,A water strider feeds on a small insect on the water's surface.,Aquatic insect eats through a water body.
obs_340368188_photo_619383348,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/medium.jpg,"Gall wasp larvae feed inside a brown, spiky gall on a thorny branch.",Brown flowering off of tree branch.
obs_340433312_photo_619519266,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/medium.jpg,"A dark brown frog on gravel is swallowing a smaller, lighter-colored frog.",Frogs eating insects.
obs_340514309_photo_619678757,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/medium.jpg,"A hawk feeds on its prey, holding a bone in its bloodied beak.",Brown and white hawk perched on a tree trunk.
obs_340514310_photo_619679014,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/medium.jpg,A raptor feeds on a grey squirrel on a mossy tree branch.,Bird sitting on tree branch holding prey in beak.
obs_340542613_photo_619737737,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/medium.jpg,"A hawk stands on green grass, feeding on a smaller bird with blood on its beak.",Brown and white hawk with red eye eating.
obs_340825934_photo_620308797,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/medium.jpg,A crested bird in green foliage feeds on a crab.,"This is an image of a small bird with a red head and white underbelly feeding on a larger bird, possibly another kind of bird or a small mammal."
obs_340848497_photo_620354560,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/medium.jpg,White scale insects feed on a green leaf.,"The image shows a plant, possibly a flower or seed pod, with various stages of growth and decay happening around it."
obs_340848514_photo_620354575,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/medium.jpg,A whitefly and its nymphs feed on a green leaf.,An insect is feeding on a leaf with a lot of bugs on it.
obs_340848746_photo_620355031,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/medium.jpg,"A small, pale insect feeds on a black scale insect on a green leaf.","A small caterpillar on a leafy stem, about to be eaten by a ladybug."
obs_341060278_photo_547585371,https://inaturalist-open-data.s3.amazonaws.com/photos/547585371/medium.jpg,A blurry bee feeds on purple flowers.,Small bee hovering near purple flowers.
obs_341067936_photo_620805844,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/medium.jpg,A bee feeds on a yellow flower.,A bee feeding on nectar from a flower.
obs_341194952_photo_621071156,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/medium.jpg,"A white egret stands on a gravel path, holding a dark, captured small animal in its beak.","Black and white heron standing on gravel, near street sign, with its head down to eat something it caught in the water."
obs_64497720_photo_103704678,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/medium.jpg,"A Bufflehead duck swallows a long, dark, ribbed aquatic invertebrate.",A penguin with an open beak is swimming through water.
