Image_name,image_url,gemini-2.5-flash,llava
obs_340337865_photo_533753896,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/medium.jpg,An orange butterfly drinks nectar from purple flowers.,Bee on a purple flower.
obs_340364592_photo_619375042,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/medium.jpg,A water strider feeds on a bee on the water's surface.,A large fly preys on a small crustacean in water.
obs_340368188_photo_619383348,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/medium.jpg,"A brown, fuzzy insect gall hangs from a thorny plant stem.",Moss feeds on wood.
obs_340433312_photo_619519266,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/medium.jpg,A larger frog is swallowing a smaller frog.,A frog eating a bug.
obs_340514309_photo_619678757,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/medium.jpg,"A hawk feeds on yellow prey, its beak stained red.",No animals are feeding in the image.
obs_340514310_photo_619679014,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/medium.jpg,"A hawk feeds on a squirrel, gripping it with its talons on a mossy branch.","A bird, perched on a tree branch, is eating something off the ground."
obs_340542613_photo_619737737,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/medium.jpg,A hawk with a bloody beak feeds on a smaller bird.,Bird droppings on the grass.
obs_340825934_photo_620308797,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/medium.jpg,A bird feeding on a crab.,Bird is feeding on insect.
obs_340848497_photo_620354560,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/medium.jpg,"White, fuzzy insects are feeding on a green leaf.",Aphids are eating the leaves.
obs_340848514_photo_620354575,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/medium.jpg,"An adult whitefly and nymphs, surrounded by white waxy filaments, feed on a green leaf.",Aphid is consuming a leaf.
obs_340848746_photo_620355031,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/medium.jpg,"A tiny pale insect feeds on a black, white-fringed insect on a green leaf.",Aphid eating a leaf.
obs_341060278_photo_547585371,https://inaturalist-open-data.s3.amazonaws.com/photos/547585371/medium.jpg,A bee feeds on a purple flower.,Bee feeds on purple wildflowers.
obs_341067936_photo_620805844,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/medium.jpg,A honeybee feeds on a yellow flower.,Bee pollinating wildflowers.
obs_341194952_photo_621071156,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/medium.jpg,A Great Egret holds a dark rodent in its beak.,Crane feeding on small pond.
obs_64497720_photo_103704678,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/medium.jpg,"A Bufflehead duck feeds on a large, segmented worm.",Duck feeding on water
