observation_id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user,created_at,updated_at,quality_grade,license,uri,medium_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town,place_county,place_state,place_country,place_admin1,place_admin2,species_guess,scientific_name,common_name,iconic_taxon,taxon_id,taxon_kingdom,taxon_phylum,taxon_subphylum,taxon_superclass,taxon_class,taxon_subclass,taxon_superorder,taxon_order,taxon_suborder,taxon_superfamily,taxon_family,taxon_subfamily,taxon_supertribe,taxon_tribe,taxon_subtribe,taxon_genus,taxon_genushybrid,taxon_species,taxon_hybrid,taxon_subspecies,taxon_variety,taxon_form,"field:id meant for ""eater"" or organism being eaten?","field:url for ""partner"" observation",field:is observation one of these special types of feeding?,photo_id,Image_name
890705,efb37bf5-451d-46f7-90a8-f2f4b5195f31,2014-09-21 10:22:44,2014-09-21,2014-09-21 08:22:44 UTC,Harare,23072,i_c_riddell,,2014-09-23 06:02:20 UTC,2020-12-12 09:00:42 UTC,research,CC-BY,http://www.inaturalist.org/observations/890705,https://inaturalist-open-data.s3.amazonaws.com/photos/1131787/medium.jpg,,,,1,0,False,,"Tsindi Ruins, Marondera",-18.096296,31.705792,20.0,,,,20.0,,,False,,,,Marondera,Mashonaland East,Zimbabwe,Mashonaland East,Marondera,Philoliche rubramarginata,Philoliche rubramarginata,Redflank Needlenose Fly,Insecta,371433,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Pangoniinae,,Philolichini,,Philoliche,,Philoliche rubramarginata,,,,,eater,https://www.inaturalist.org/observations/66458394,,1131787,obs_890705_photo_1131787
1068463,dcefd6e9-3bf3-48b8-b69e-6658a4b98231,2014-11-10 18:04:41,2014-11-10,2014-11-10 16:04:41 UTC,Harare,23072,i_c_riddell,,2014-11-11 14:36:15 UTC,2023-02-16 23:45:56 UTC,research,CC-BY,http://www.inaturalist.org/observations/1068463,https://inaturalist-open-data.s3.amazonaws.com/photos/1339369/medium.jpg,,,may be Ortheziidae,1,0,False,,"Harare, Zimbabwe",-17.81164,31.080963,,,,,,,,False,,,,Harare,Harare,Zimbabwe,Harare,Harare,Greenhouse Orthezia,Insignorthezia insignis,Greenhouse Orthezia,Insecta,199363,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Coccoidea,Ortheziidae,,,,,Insignorthezia,,Insignorthezia insignis,,,,,eater,https://www.inaturalist.org/observations/11065591,,1339369,obs_1068463_photo_1339369
1120591,b0706dab-d90e-4d4f-b5a9-24a48b307636,2014-11-23 07:58:40,2014-11-23,2014-11-23 05:58:40 UTC,Harare,23072,i_c_riddell,,2014-12-08 14:58:16 UTC,2023-09-20 23:28:52 UTC,research,CC-BY,http://www.inaturalist.org/observations/1120591,https://inaturalist-open-data.s3.amazonaws.com/photos/1407773/medium.jpg,,,,2,0,False,,"TCT Dalmann Catapu, Mozambique",-18.174029,35.150826,,,,,,,,False,,,,Cheringoma,Sofala,Mozambique,Sofala,Cheringoma,Mausoleopsis amabilis interrupta,Mausoleopsis amabilis interrupta,Savanna White-spotted Fruit Chafer,Insecta,1497622,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Cetoniini,Leucocelina,Mausoleopsis,,Mausoleopsis amabilis,,Mausoleopsis amabilis interrupta,,,eater,https://www.inaturalist.org/observations/74724598,,1407773,obs_1120591_photo_1407773
1133892,c5644e2f-4e6b-4d3a-8efe-09dd9a86f4f2,2014-11-23 07:19:40,2014-11-23,2014-11-23 05:19:40 UTC,Harare,23072,i_c_riddell,,2014-12-16 13:09:59 UTC,2021-07-06 03:30:44 UTC,research,CC-BY,http://www.inaturalist.org/observations/1133892,https://inaturalist-open-data.s3.amazonaws.com/photos/1425797/medium.jpg,,,,1,0,False,,"TCT Dalmann Catapu, Mozambique",-18.172187,35.152833,,,,,,,,False,,,,Cheringoma,Sofala,Mozambique,Sofala,Cheringoma,Arniocera erythropyga,Arniocera erythropyga,Fire Grid Burnet,Insecta,339910,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Thyridoidea,Thyrididae,Charideinae,,,,Arniocera,,Arniocera erythropyga,,,,,eater,https://www.inaturalist.org/observations/74724395,,1425797,obs_1133892_photo_1425797
1135272,0edfe0f0-bbc7-44e8-93ed-c4bc749aa6d9,2014-03-25 16:01:45,2014-03-25,2014-03-25 14:01:45 UTC,Harare,23072,i_c_riddell,,2014-12-17 06:43:08 UTC,2025-01-26 12:33:05 UTC,research,CC-BY,http://www.inaturalist.org/observations/1135272,https://inaturalist-open-data.s3.amazonaws.com/photos/1427749/medium.jpg,,,,1,0,False,,"TCT Dalmann Catapu, Mozambique",-18.068663,35.182067,,,,,,,,False,,,,Cheringoma,Sofala,Mozambique,Sofala,Cheringoma,Tabanus taeniola,Tabanus taeniola,,Insecta,323570,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,,Tabanini,,Tabanus,,Tabanus taeniola,,,,,eater,https://www.inaturalist.org/observations/66419028,,1427749,obs_1135272_photo_1427749
1214196,5e480e53-0469-4d1e-9332-13fc851f878e,2015-01-08 10:04:16,2015-01-08,2015-01-08 08:04:16 UTC,Harare,23072,i_c_riddell,,2015-02-05 19:34:32 UTC,2020-12-11 15:17:33 UTC,research,CC-BY,http://www.inaturalist.org/observations/1214196,https://inaturalist-open-data.s3.amazonaws.com/photos/1532470/medium.jpg,,,,2,0,False,,"Harare, Zimbabwe",-17.81164,31.080963,,,,,,,,False,,,,Harare,Harare,Zimbabwe,Harare,Harare,Eristalinus taeniops,Eristalinus taeniops,Stripe-eyed Lagoon Fly,Insecta,145540,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Eristalini,Eristalina,Eristalinus,,Eristalinus taeniops,,,,,eater,https://www.inaturalist.org/observations/66419742,,1532470,obs_1214196_photo_1532470
1480375,814bb883-4dae-419b-b4e4-b95e744f4f86,2015-04-05 15:40:38,2015-04-05,2015-04-05 13:40:38 UTC,Harare,23072,i_c_riddell,,2015-05-12 13:28:24 UTC,2021-01-31 19:37:25 UTC,research,CC-BY,http://www.inaturalist.org/observations/1480375,https://inaturalist-open-data.s3.amazonaws.com/photos/1835178/medium.jpg,,,,3,0,False,,"Harare, Zimbabwe",-17.81164,31.080963,,,,,,,,False,,,,Harare,Harare,Zimbabwe,Harare,Harare,Baryphas ahenus,Baryphas ahenus,Baryphas Jumping Spider,Arachnida,464010,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Plexippini,Plexippina,Baryphas,,Baryphas ahenus,,,,,eater,https://www.inaturalist.org/observations/66416214,,1835178,obs_1480375_photo_1835178
1564429,7c28cb35-e7ca-42d6-8be4-508492f173b1,2015-05-29 10:20:53,2015-05-29,2015-05-29 08:20:53 UTC,Harare,23072,i_c_riddell,,2015-05-30 19:20:28 UTC,2022-01-29 19:33:25 UTC,research,CC-BY,http://www.inaturalist.org/observations/1564429,https://inaturalist-open-data.s3.amazonaws.com/photos/1936840/medium.jpg,,,,2,0,False,,"Mukuvisi Woodland, Harare",-17.844446,31.084056,47.0,,,,47.0,,open,False,,,,Harare,Harare,Zimbabwe,Harare,Harare,Twin Swift,Torbenlarsenia gemella,Twin Swift,Insecta,1353567,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Baorini,,Torbenlarsenia,,Torbenlarsenia gemella,,,,,eater,https://www.inaturalist.org/observations/66413110,,1936840,obs_1564429_photo_1936840
1766483,d238fb87-23bd-469d-883a-e4d7022b2f1e,2015-07-15,2015-07-15,,Berlin,42760,speedy,Marion Zöller,2015-07-15 18:16:01 UTC,2020-09-24 07:17:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1766483,https://inaturalist-open-data.s3.amazonaws.com/photos/2135913/medium.jpg,,,,1,0,False,,Jünkerath,50.358385,6.577592,169.0,,,,169.0,,,False,,,,Vulkaneifel,Rheinland-Pfalz,Germany,Rheinland-Pfalz,Vulkaneifel,Small Tortoiseshell,Aglais urticae,Small Tortoiseshell,Insecta,54468,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Aglais,,Aglais urticae,,,,,,,,2135913,obs_1766483_photo_2135913
2468967,1b02fd18-73c6-42b6-b055-dc3266955f1f,2015-09-08 08:45:38,2015-09-08,2015-09-08 06:45:38 UTC,Harare,23072,i_c_riddell,,2015-12-11 10:46:57 UTC,2023-09-04 05:08:42 UTC,research,CC-BY,http://www.inaturalist.org/observations/2468967,https://inaturalist-open-data.s3.amazonaws.com/photos/2762850/medium.jpg,,,,2,0,False,,"Harare, Zimbabwe",-17.81164,31.080963,,,,,,,,False,,,,Harare,Harare,Zimbabwe,Harare,Harare,Ceratosolen capensis,Ceratosolen capensis,,Insecta,656119,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chalcidoidea,Agaonidae,Kradibiinae,,,,Ceratosolen,,Ceratosolen capensis,,,,,eater,https://www.inaturalist.org/observations/28545358,,2762850,obs_2468967_photo_2762850
2827989,d484b05d-9454-4380-a506-abb76c5fcecc,2013-07-19 14:46:21,2013-07-19,2013-07-19 12:46:21 UTC,Paris,18381,joachim,Joachim Louis,2016-03-25 10:55:21 UTC,2020-09-22 15:49:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2827989,https://inaturalist-open-data.s3.amazonaws.com/photos/3219314/medium.jpg,,,,3,0,False,,Majete,-15.788,34.68744,22.0,,,,22.0,,,False,,,,Majete Game Reserve - Mwanza,Mwanza,Malawi,Mwanza,Majete Game Reserve - Mwanza,African Peach Moth,Egybolis vaillantina,African Peach Moth,Insecta,209694,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,,Cocytiini,,Egybolis,,Egybolis vaillantina,,,,,,,,3219314,obs_2827989_photo_3219314
2990868,4a3a13ba-b0c8-4e4f-9014-8a5cea7fb9e0,2016-04-06 15:46:37,2016-04-06,2016-04-06 13:46:37 UTC,Paris,18381,joachim,Joachim Louis,2016-04-21 08:43:46 UTC,2022-02-18 12:59:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2990868,https://inaturalist-open-data.s3.amazonaws.com/photos/3439340/medium.jpg,,,,2,0,False,,sanalvo,40.834936,9.615363,25.0,,,,25.0,,,False,,,,Olbia-Tempio,Sardegna,Italy,Sardegna,Olbia-Tempio,Argo bronzeo,Lycaena phlaeas,Small Copper,Insecta,55655,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Lycaena,,Lycaena phlaeas,,,,,,,,3439340,obs_2990868_photo_3439340
3013721,3b9c550b-b2df-4f5e-a24a-b6c029efed76,2016-04-22 12:30:10,2016-04-22,2016-04-22 10:30:10 UTC,Harare,23072,i_c_riddell,,2016-04-23 19:19:05 UTC,2023-08-22 19:03:37 UTC,research,CC-BY,http://www.inaturalist.org/observations/3013721,https://inaturalist-open-data.s3.amazonaws.com/photos/3467087/medium.jpg,,,,1,0,False,,Christon Bank,-17.614,31.019,,,,,,,open,False,,,,Mazowe,Mashonaland Central,Zimbabwe,Mashonaland Central,Mazowe,Pale-yellow Acraea,Telchinia burni,Pale-yellow Acraea,Insecta,1482396,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Acraeini,,Telchinia,,Telchinia burni,,,,,eater,https://www.inaturalist.org/observations/10960412,,3467087,obs_3013721_photo_3467087
3174469,c6d5454e-7b5e-40c5-a3fd-f897cfb52da8,2016-05-14 14:00:53,2016-05-14,2016-05-14 12:00:53 UTC,Harare,23072,i_c_riddell,,2016-05-14 20:31:16 UTC,2025-01-02 07:03:31 UTC,research,CC-BY,http://www.inaturalist.org/observations/3174469,https://inaturalist-open-data.s3.amazonaws.com/photos/3671119/medium.jpg,,,,1,0,False,,Komani Estate,-17.706092,30.983999,188.0,,,,188.0,,,False,,,,Mazowe,Mashonaland Central,Zimbabwe,Mashonaland Central,Mazowe,Banded Garden Spider,Argiope trifasciata,Banded Garden Spider,Arachnida,67708,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,Argiope trifasciata,,,,,eater,https://www.inaturalist.org/observations/66411306,,3671119,obs_3174469_photo_3671119
3661794,ad64b25d-5997-41ce-bac6-a972380f595d,2016/07/11 4:46 PM CAT,2016-07-11,2016-07-11 15:46:00 UTC,West Central Africa,23072,i_c_riddell,,2016-07-11 19:01:04 UTC,2020-12-11 08:00:17 UTC,research,CC-BY,http://www.inaturalist.org/observations/3661794,https://inaturalist-open-data.s3.amazonaws.com/photos/4239679/medium.jpg,,"Lepidoptera, Harare, Moths, insects, Sphingidae",,3,0,False,,"Newlands, Harare, Zimbabwe",-17.8117958717,31.0814111804,24.0,,,,24.0,,,False,,,,Harare,Harare,Zimbabwe,Harare,Harare,African Hummingbird Hawk-Moth,Macroglossum trochilus,African Hummingbird Hawkmoth,Insecta,348957,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,,Macroglossini,Macroglossina,Macroglossum,,Macroglossum trochilus,,,,,eater,https://www.inaturalist.org/observations/66410231,,4239679,obs_3661794_photo_4239679
158540087,20405d65-5830-4e0b-a908-46640a0b2b5c,2023-05-01 08:50:15,2023-05-01,2023-05-01 07:50:15 UTC,Lisbon,4119945,charcoscompanhia,Charcos Companhia,2023-05-01 08:35:20 UTC,2025-02-14 21:35:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/158540087,https://inaturalist-open-data.s3.amazonaws.com/photos/273987410/medium.jpeg,,,,2,0,False,2.0,"Vagos, PT-AV, PT",40.4597390032,-8.6992437702,4.0,,,,4.0,,,False,,,,Vagos,Aveiro,Portugal,Aveiro,Vagos,Ophiocordyceps humbertii,Ophiocordyceps humbertii,,Fungi,701946,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Ophiocordycipitaceae,,,,,Ophiocordyceps,,Ophiocordyceps humbertii,,,,,eater,https://www.inaturalist.org/observations/158530269,Parasitism,273987410,obs_158540087_photo_273987410
238577781,ede2acb4-ccf2-4ae2-b1f9-6d63d9578746,2024-08-28 10:09:26-04:00,2024-08-28,2024-08-28 14:09:26 UTC,Eastern Time (US & Canada),1791950,gillydilly,Becky Dill,2024-08-29 11:49:56 UTC,2025-01-23 02:11:38 UTC,research,CC0,https://www.inaturalist.org/observations/238577781,https://inaturalist-open-data.s3.amazonaws.com/photos/424767744/medium.jpeg,,,,3,1,False,3.0,"Lilesville, NC, US",34.9349583333,-79.9439166667,4.0,,,,4.0,,,False,,,,Anson,North Carolina,United States,North Carolina,Anson,Pseudocercospora fuliginosa,Pseudocercospora fuliginosa,,Fungi,1584802,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Dothideomycetidae,,Mycosphaerellales,,,Mycosphaerellaceae,,,,,Pseudocercospora,,Pseudocercospora fuliginosa,,,,,eater,https://www.inaturalist.org/observations/238510796,Parasitism,424767744,obs_238577781_photo_424767744
265572849,ea0efe6c-a87e-4036-9768-8442f33c6480,2025/03/15 4:16 PM,2025-03-15,2025-03-15 19:16:00 UTC,Santiago,824054,eric-schmitty,Eric Schmidt,2025-03-16 17:18:25 UTC,2025-04-12 20:43:31 UTC,research,CC-BY,https://www.inaturalist.org/observations/265572849,https://inaturalist-open-data.s3.amazonaws.com/photos/477040617/medium.jpeg,,,,1,0,False,,"Santiago, Santiago Metropolitan Region, Chile",-33.4220492,-70.6350488,,,,,,,,False,,,,Santiago,Región Metropolitana de Santiago,Chile,Región Metropolitana de Santiago,Santiago,Golovinomyces bolayi,Golovinomyces bolayi,,Fungi,1107859,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,Golovinomyceteae,,Golovinomyces,,Golovinomyces bolayi,,,,,eater,https://www.inaturalist.org/observations/265572845,Parasitism,477040617,obs_265572849_photo_477040617
266997709,b6fb3fed-aa0d-488a-ba3b-c640c89826ee,2025/03/21 12:46 PM,2025-03-21,2025-03-21 15:46:00 UTC,Santiago,824054,eric-schmitty,Eric Schmidt,2025-03-26 02:50:17 UTC,2025-04-14 07:04:35 UTC,research,CC-BY,https://www.inaturalist.org/observations/266997709,https://inaturalist-open-data.s3.amazonaws.com/photos/479761706/medium.jpg,,,,1,0,False,,"Santiago, Santiago Metropolitan Region, Chile",-33.4414388889,-70.5466638889,,,,,,,,False,,,,Cordillera,Región Metropolitana de Santiago,Chile,Región Metropolitana de Santiago,Cordillera,Crape Myrtle Mildew,Erysiphe australiana,Crape Myrtle Mildew,Fungi,446915,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Erysiphaceae,,,Erysipheae,,Erysiphe,,Erysiphe australiana,,,,,eater,https://www.inaturalist.org/observations/266997706,Parasitism,479761706,obs_266997709_photo_479761706
